'Overall Qual','Overall Cond','Year Built','Year Remod/Add','Exter Qual',Foundation,'Bsmt Qual','Bsmt Exposure','BsmtFin Type 1','BsmtFin SF 1','Total Bsmt SF','Heating QC','Central Air','1st Flr SF','Gr Liv Area','Garage Yr Blt','Garage Finish','Garage Cars','Garage Area',SalePrice
5,7,1960,1960,0,2,0,-1,-2,0,894,0,1,894,894,1965,-1,1,312,117600
7,6,1966,1966,0,2,0,-1,1,654,1174,2,1,1200,1200,1966,0,2,440,163500
6,5,1965,1965,0,2,0,2,3,494,1042,0,1,1042,1042,1965,0,2,440,161000
6,7,1964,1991,0,2,1,2,-1,270,1302,2,1,1302,1302,1964,0,1,309,158000
6,5,1964,1964,0,2,0,-1,2,54,1130,0,1,1374,1374,1964,0,1,286,147000
6,6,1960,1987,0,2,0,-1,1,594,1144,2,1,1429,1429,1960,-1,2,572,181900
5,6,1959,2002,0,2,0,-1,0,405,1063,1,1,1327,1327,1974,-1,2,624,150750
4,5,1962,1962,0,0,-3,-2,-3,0,0,0,1,1224,1224,1962,-1,2,462,101800
6,5,1950,1950,0,2,0,-1,-2,0,932,2,1,932,932,1950,-1,1,306,124000
5,7,1940,1996,0,1,0,-1,-1,130,822,0,1,908,908,1975,-1,2,512,138500
1,3,1946,1950,-1,0,-3,-2,-3,0,0,-1,-1,334,334,1978.132443,-2,0,0,39300
3,3,1946,1950,-1,2,-1,-1,-1,299,666,-1,-1,666,666,1978.132443,-2,0,0,64500
3,5,1945,1950,0,2,0,-1,-1,144,370,0,-1,442,670,1978.132443,-2,0,0,64000
5,8,1958,2000,0,2,0,-1,1,150,808,2,1,808,808,1963,-1,1,308,112000
5,6,1955,1955,0,2,0,-1,1,368,1078,2,1,1150,1150,1955,1,1,288,144000
5,5,1941,1950,0,2,0,-1,0,368,768,0,1,968,1376,1941,-1,1,240,105000
5,6,1966,1966,0,2,0,1,3,602,793,2,1,1280,1280,1966,1,2,432,175000
6,5,1961,1961,0,2,0,1,2,600,1218,0,1,1254,1254,1961,0,2,525,158500
5,5,1958,1958,0,2,0,-1,0,456,912,2,1,912,912,1958,0,1,275,114500
6,7,1957,1999,0,2,0,-1,2,873,936,0,1,936,936,1957,0,1,315,141000
5,6,1956,1956,0,2,0,-1,3,908,1008,2,1,1008,1008,1964,-1,1,308,131000
5,7,1963,1963,0,2,0,-1,2,288,1053,1,1,1053,1053,1994,0,2,692,142100
5,6,1958,1992,0,2,0,-1,0,846,1056,-1,1,1056,1056,1958,0,1,308,139000
6,6,1958,1958,0,2,0,-1,0,608,1442,1,1,1442,1442,1958,0,1,301,157900
5,7,1954,2005,0,2,0,-1,1,480,1056,0,1,1056,1056,1954,-1,1,260,139400
6,6,1957,1957,0,2,0,-1,0,777,1244,2,1,1244,1244,1957,-1,1,336,150000
5,5,1960,1960,0,2,0,-1,-2,0,1144,0,1,1144,1144,1960,0,1,336,120000
5,5,1957,1957,0,2,0,-1,0,512,922,0,1,922,922,1957,-1,1,308,116000
5,5,1956,1956,0,2,0,-1,1,586,1048,0,1,1048,1048,1956,-1,1,286,135000
5,6,1955,1975,0,2,0,1,0,780,1204,0,1,1411,1411,1955,0,1,310,130000
5,5,1955,1955,0,2,0,-1,0,288,1216,0,1,1216,1216,1955,0,1,336,129500
5,9,1953,2006,0,2,0,-1,1,408,864,1,1,1154,1154,1962,-1,1,336,142000
6,6,1952,1952,0,2,0,-1,2,441,948,0,1,948,948,1952,-1,2,410,125000
6,7,1953,1953,0,2,0,-1,0,85,1040,0,1,1040,1040,1953,1,1,293,136000
5,7,1953,2006,0,2,0,-1,1,643,1008,1,1,1008,1008,1953,-1,1,240,134500
5,8,1956,2003,0,2,0,-1,0,114,925,0,1,925,925,1956,-1,1,252,127000
5,5,1955,1955,0,2,0,-1,2,384,384,0,1,1360,1360,1962,-1,2,572,130000
5,5,1955,1955,0,2,0,-1,1,793,923,0,1,925,925,1955,-1,1,390,116900
5,7,1956,2000,0,2,1,-1,0,377,928,0,1,928,928,1956,-1,1,252,132000
5,5,1952,1952,0,2,0,-1,0,292,924,0,1,924,924,1952,-1,1,420,112500
5,7,1949,2003,0,2,0,-1,2,220,845,0,1,893,893,1985,-1,2,576,135000
5,6,1940,1950,0,2,0,-1,-2,0,735,1,1,735,1034,1940,-1,1,240,109000
4,6,1956,1956,0,2,0,-1,-2,0,882,2,1,882,882,1978.132443,-2,0,0,103200
4,6,1927,2007,0,3,0,-1,-2,0,656,0,1,968,968,1928,-1,1,216,64500
6,6,1968,1968,0,2,0,0,0,952,952,1,1,952,952,1968,-1,1,288,128500
5,7,1949,2006,0,2,0,0,-2,0,672,2,1,672,924,2003,-1,2,576,122900
6,5,1948,1950,0,2,0,-1,1,336,1082,0,1,1082,1082,1948,-1,1,240,119200
5,7,1950,1950,0,2,0,-1,1,534,876,0,1,988,988,1950,-1,1,276,119000
5,3,1950,1950,0,2,0,-1,-1,432,864,-1,1,1238,1238,1950,-1,1,357,102000
5,8,1950,2002,0,2,0,-1,2,398,864,1,1,864,864,1980,0,2,720,129000
5,7,1959,2003,0,2,0,-1,3,574,1040,2,1,1040,1040,1959,0,1,286,152000
5,6,1958,1958,0,2,0,-1,0,625,1170,0,1,1170,1170,1958,0,1,338,140000
5,5,1960,1960,0,2,0,-1,1,1098,1377,0,1,1377,1377,1965,-1,1,351,156500
5,6,1961,1961,0,0,-3,-2,-3,0,0,1,1,925,925,1961,1,1,300,99000
5,5,1962,1962,0,2,0,-1,2,110,864,1,1,864,864,1962,-1,1,294,125500
5,5,1962,1962,0,2,0,1,2,734,896,0,1,936,936,1962,0,1,288,130000
5,7,1926,1980,1,3,0,-1,-2,0,850,0,1,960,960,1981,0,2,576,103000
6,6,1927,1950,0,3,0,-1,0,276,845,0,1,866,1296,1980,-1,2,576,127500
5,5,1922,1950,0,1,-1,-1,-1,782,1022,0,-1,1022,1022,1922,-1,1,184,89500
5,5,1980,1980,0,2,1,2,3,936,936,0,1,936,936,1980,-1,2,672,140000
5,6,1920,1990,0,3,0,-1,-2,0,967,1,1,967,967,1920,-1,1,180,99900
4,7,1885,1995,0,3,-1,-1,-2,0,641,1,1,1047,1047,1954,-1,1,273,100000
5,8,1940,1950,0,2,0,-1,-2,0,808,2,1,1072,1072,1940,-1,2,379,130000
5,8,1900,2006,0,3,0,-1,1,130,680,2,1,680,1174,2000,-1,2,576,135000
3,7,1948,2002,0,2,0,-1,2,331,649,2,1,679,1183,1981,-1,1,308,120000
4,6,1900,1950,0,3,-1,-1,-1,122,570,1,-1,761,1141,1930,-1,1,252,85000
4,4,1920,1950,0,1,0,-1,2,250,960,1,1,960,960,1997,-1,1,308,108500
5,9,1945,1997,0,2,0,-1,2,329,686,1,1,866,866,1978.132443,-2,0,0,110500
5,6,1923,2006,1,2,0,-1,-2,0,968,0,1,968,968,1935,-1,2,480,100000
5,8,1925,1994,0,1,0,0,-2,0,702,1,1,842,1472,1925,-1,1,250,125000
5,7,1910,1950,0,3,0,-1,1,168,616,2,1,616,1232,1920,-1,2,480,114000
5,5,1930,1950,0,2,0,-1,-1,324,912,1,1,912,1248,1957,-1,1,160,87000
4,6,1956,1956,0,2,-3,-2,-3,0,0,1,1,968,968,1956,-1,1,331,104500
4,7,1949,2002,0,0,-3,-2,-3,0,0,2,1,1382,1382,1957,0,1,384,110000
5,7,1925,1994,0,1,0,-1,-1,317,756,0,-1,916,1060,1969,-1,1,308,136500
5,6,1950,1950,0,2,-1,-1,0,910,910,0,1,910,1435,1950,-1,1,308,128250
5,5,1920,1950,0,3,0,-1,1,645,915,0,1,1167,1167,1972,-1,2,495,144000
5,7,1939,1998,0,2,0,-1,0,306,728,2,1,728,1274,1939,-1,1,224,135000
6,6,1939,1950,0,2,0,0,0,276,600,2,1,608,1232,1939,-1,1,217,128000
6,6,1941,1950,0,3,0,-1,2,375,735,2,1,869,1218,2003,-1,2,440,131000
5,7,1939,1950,1,3,0,-1,-2,0,884,2,1,884,884,1939,-1,1,240,113000
6,5,1938,1950,0,3,0,-1,-1,52,861,1,1,861,1409,1968,-1,2,528,126000
5,8,1939,1952,0,3,0,-1,0,48,672,2,1,899,1322,1939,-1,1,280,132000
5,7,1930,1992,0,3,0,-1,-2,0,966,2,1,1014,1426,1930,-1,1,230,131750
5,6,1926,1950,0,3,0,-1,2,351,756,1,1,903,1281,1926,-1,2,379,132500
7,8,1929,2001,0,3,0,-1,-2,0,832,2,1,854,854,1991,-1,2,576,132000
6,6,1931,1950,0,3,0,-1,-1,425,884,0,1,959,1367,1978,-1,1,560,127500
6,5,1926,1950,0,3,0,-1,-2,0,960,0,-1,986,986,1926,-1,1,180,102000
6,7,1920,1950,0,1,0,-1,-2,0,768,2,1,752,1376,1977,-1,2,576,165000
6,7,1915,2003,0,3,0,-1,-2,0,698,2,1,698,1396,2003,-1,1,384,153575
7,6,1929,1990,0,3,0,-1,0,336,672,1,-1,672,1344,1979,-1,2,456,140000
7,7,1930,1950,0,1,0,-1,-2,0,637,2,1,1108,1108,1930,-1,1,280,139400
6,7,1914,2006,0,1,0,-1,-2,0,684,0,1,773,1355,1978.132443,-2,0,0,127000
6,6,1937,1950,0,1,0,-1,-2,0,780,0,1,780,1375,1979,-1,1,544,141000
5,7,1920,1996,0,3,0,-1,-2,0,530,0,-1,581,1111,1935,-1,1,288,101000
4,7,1916,1990,0,2,0,-1,-1,197,1196,2,1,1196,1196,1957,-1,2,440,109900
5,6,1941,1950,0,2,0,-1,0,360,720,0,1,854,1382,1991,-1,2,660,128500
5,7,1930,1950,0,3,0,-1,-1,116,672,2,1,840,840,1978.132443,-2,0,0,87000
5,6,1942,1979,0,2,0,-1,2,485,672,0,-1,778,1282,1942,-1,1,240,108500
5,5,1963,1963,0,2,1,1,2,925,925,0,1,999,999,1963,-1,1,308,130000
5,5,1964,1980,0,2,1,1,1,785,1420,1,1,1452,1452,1964,-1,2,572,158450
4,3,1964,1964,0,2,0,-1,0,513,1005,0,1,1005,1005,1964,-1,2,440,115400
4,5,1961,1961,0,2,0,0,0,903,1029,1,1,1029,1029,1961,-1,1,261,118500
5,8,1964,2001,1,2,0,2,-1,68,980,0,1,1020,1020,1970,-1,2,528,165000
5,4,1966,1966,0,2,0,1,0,249,1040,0,1,1040,1040,1966,0,1,264,123000
6,5,1966,1966,0,2,0,2,-1,187,814,1,1,913,913,1990,-1,1,240,129000
5,5,1966,1966,0,2,0,-1,0,180,894,0,1,894,894,1966,0,1,384,125000
5,6,1971,1990,0,2,1,1,3,748,768,1,1,868,868,1989,-1,2,576,119900
5,5,1968,1968,0,2,0,0,0,168,876,0,1,897,897,1968,0,1,264,115000
5,5,1967,1967,0,2,0,-1,-1,114,943,0,1,943,943,1972,-1,2,528,134500
5,7,1966,1966,0,2,0,-1,1,763,955,2,1,955,955,1966,-1,1,386,127000
5,5,1968,1968,0,2,1,-1,1,492,894,1,1,894,894,1968,1,2,450,129000
6,5,1977,1977,0,2,0,-1,-2,0,660,2,1,1285,1285,1977,0,2,528,143500
5,7,1966,1966,0,2,0,-1,0,216,912,2,1,912,912,1966,-1,1,315,129000
5,5,1956,1998,0,2,0,-1,0,386,1240,1,1,1375,1375,1956,-1,1,323,187000
5,7,1918,2007,0,3,0,-1,-2,0,816,2,1,1416,1416,2007,-1,2,576,112000
7,8,1940,1998,0,3,0,-1,2,258,680,2,1,798,1302,1940,-1,1,224,165250
6,5,1954,1995,0,2,0,-1,0,736,967,0,1,1299,1299,1954,-1,2,494,150000
5,6,1958,1998,0,2,0,0,0,190,1158,0,1,1176,1176,1958,-1,1,303,137000
4,7,1945,1950,-1,0,-3,-2,-3,0,0,0,-1,998,998,1952,-1,2,460,89500
5,7,1948,2005,0,2,0,0,1,300,409,2,1,1325,1325,1996,-1,2,576,216000
4,5,1946,1950,0,2,0,-1,-2,0,484,0,-1,1242,1242,1946,-1,1,336,109900
5,5,1958,1958,0,2,0,-1,0,453,864,0,1,864,864,1958,-1,1,399,118000
4,5,1958,1994,0,0,-3,-2,-3,0,0,0,-1,943,943,1958,-1,1,308,80000
4,7,1920,2002,0,3,0,0,2,348,528,2,1,605,605,1978.132443,-2,0,0,86000
5,6,1984,1984,1,2,0,-1,-1,283,1038,1,1,1038,1038,1984,0,1,264,130000
5,6,1951,1951,0,2,-1,-1,2,557,1342,2,1,1342,1342,1951,-1,1,256,125000
5,6,1951,1994,0,1,0,0,-1,1080,1080,0,-1,1080,1480,1951,-1,1,253,136500
4,5,1920,1950,-1,3,0,-1,-2,0,951,-1,-1,986,1362,1920,-1,1,280,96000
5,6,1957,2006,0,1,-3,-2,-3,0,0,2,1,1340,1340,1957,0,1,252,120000
7,5,1990,1991,1,1,1,0,3,738,910,1,1,1442,1442,1990,1,2,719,179900
7,5,2006,2006,1,1,1,1,-2,0,1240,2,1,1240,1240,2006,0,3,826,194000
7,5,2005,2006,1,1,1,-1,-2,0,1270,2,1,1270,1270,2005,0,2,524,175900
6,5,2006,2006,1,1,1,-1,3,24,1314,1,1,1314,1314,2006,0,2,440,176432
5,5,1994,1994,0,1,1,-1,2,550,1022,1,1,1022,1022,1995,-1,2,747,139500
5,5,1994,1994,0,1,1,-1,3,495,990,1,1,990,990,1996,-1,1,299,126000
6,5,1995,1995,1,1,1,-1,2,334,1200,2,1,1200,1200,1995,0,2,521,177500
6,6,1997,2006,0,1,1,-1,3,539,635,2,1,646,1308,1997,0,2,497,175000
5,7,1994,1994,0,1,1,-1,3,420,990,2,1,990,990,1995,-1,1,384,146000
5,5,1996,1996,0,1,1,-1,2,549,1097,2,1,1097,1097,1996,-1,1,242,147900
4,5,1994,1995,0,1,1,-1,3,588,990,2,1,990,990,1978.132443,-2,0,0,123600
7,5,2003,2003,1,1,1,1,3,1013,1453,2,1,1479,1479,2003,0,2,558,226000
5,5,1976,1976,0,2,1,1,3,502,1015,0,1,1025,1025,1979,-1,2,370,153500
5,7,1977,1977,0,2,0,1,2,755,995,0,1,1009,1009,1977,-1,2,576,160000
5,5,1977,1977,0,2,1,1,2,539,1040,0,1,1040,1040,1977,-1,2,748,134900
5,4,1977,1977,0,2,1,1,0,60,876,0,1,907,907,1977,0,1,308,130000
5,6,1975,1975,0,2,0,-1,1,330,864,0,1,879,879,1975,-1,2,440,120000
5,5,1972,1972,0,2,0,-1,-1,138,882,0,1,882,882,1980,-1,2,461,112500
5,6,1975,1975,0,2,0,1,1,716,969,0,1,969,969,1975,-1,2,440,122000
5,5,1972,2000,0,2,0,-1,2,671,864,1,1,864,864,1977,1,2,576,127000
4,8,1972,2006,0,2,0,-1,0,385,385,1,1,875,875,1975,-1,2,728,117000
7,5,2002,2002,1,1,1,-1,-2,0,1459,2,1,1459,1459,2002,0,2,527,192000
6,5,2003,2003,1,1,1,1,3,659,848,2,1,848,848,2003,1,2,420,131500
8,5,1999,2000,1,1,1,2,3,915,1341,2,1,1341,1341,1999,0,2,482,246900
7,5,2003,2003,1,1,1,0,3,699,1337,2,1,1337,1337,2003,0,2,531,185000
7,5,2004,2004,1,1,1,1,-2,0,1422,2,1,1422,1422,2004,0,2,626,179600
7,5,2005,2005,1,1,1,1,3,709,1169,2,1,1190,1190,2005,0,2,578,173500
7,5,2006,2006,1,1,1,-1,-2,0,738,1,1,738,1491,2006,0,2,484,168675
5,7,1965,1965,0,2,0,-1,2,698,1214,2,1,1214,1214,1965,-1,2,461,140000
4,6,1963,1963,0,2,0,-1,1,132,1088,0,1,1088,1088,2002,-1,2,520,110000
4,5,1965,1965,0,2,0,-1,0,520,960,0,1,960,960,1965,1,1,432,94750
5,6,1925,1950,0,2,0,-1,2,130,901,0,1,901,1351,1975,-1,2,576,122000
6,6,1960,1960,0,2,0,-1,-2,0,1179,1,1,1179,1179,1960,1,2,622,110000
6,5,1990,1990,0,2,1,1,3,816,816,0,1,816,816,1978.132443,-2,0,0,118500
6,6,1976,1976,0,2,0,1,3,504,960,0,1,1044,1044,1976,-1,2,528,133500
6,7,1976,1976,0,2,0,-1,1,751,1143,0,1,1113,1113,1987,0,1,504,148000
5,5,2005,2006,0,1,2,-1,2,980,1090,1,1,1090,1090,2005,1,2,450,157000
5,5,2005,2006,0,1,1,-1,3,611,734,1,1,734,1408,2005,1,2,489,171500
6,5,2005,2005,0,1,1,2,3,467,547,2,1,1072,1072,2005,1,2,525,140000
5,7,1959,2000,0,2,0,1,0,77,960,2,1,960,960,1959,-1,1,392,131750
4,3,1955,1955,0,1,-3,-2,-3,0,0,0,-1,1152,1152,1978.132443,-2,0,0,61500
4,5,1954,1954,0,1,0,-1,2,492,864,2,1,948,948,1954,-1,1,248,111000
3,6,1931,2006,0,3,0,-1,0,544,544,2,1,774,774,1978.132443,-2,0,0,79000
6,8,1920,1995,0,3,0,-1,-1,144,660,0,1,740,865,1920,-1,1,216,108500
4,7,1910,2000,0,2,-1,-1,-2,0,560,1,-1,796,1346,1950,-1,1,384,112000
4,5,1955,1955,0,2,0,-1,1,544,768,0,1,768,768,1959,-1,1,355,125000
4,6,1954,1954,0,2,0,-1,0,732,948,2,1,948,948,1956,-1,1,280,119000
5,5,1926,1950,0,3,0,-1,-2,0,768,-1,-1,789,789,1926,-1,1,200,96500
5,5,1926,1950,0,1,0,0,1,319,1290,0,1,1422,1422,1973,-1,1,352,136500
6,7,1921,2005,0,3,0,-1,1,113,651,1,1,759,1298,1994,-1,1,240,146500
7,8,1930,1995,0,3,1,-1,3,246,531,0,1,567,1098,1930,-1,1,216,148500
6,7,1921,1950,0,3,0,-1,-2,0,585,0,-1,851,1436,1992,-1,1,228,141500
7,8,1918,1998,1,3,0,-1,-2,0,912,1,1,912,1426,1925,-1,1,216,189950
6,8,1926,1991,0,3,0,-1,-2,0,686,0,1,686,1461,1926,-1,1,225,135000
5,6,1913,2002,0,1,0,-1,-1,365,440,0,-1,694,694,1990,-1,1,352,90350
5,6,1910,2003,0,1,0,-1,-2,0,661,2,1,661,1250,1985,-1,2,552,139000
5,7,1938,1950,0,1,-1,-1,-2,0,920,2,1,954,954,1938,-1,1,240,119750
5,5,1951,1951,0,2,-3,-2,-3,0,0,-1,1,1226,1226,1951,1,2,400,153500
5,5,1941,1950,0,2,0,-1,-1,533,728,2,1,760,1355,1966,-1,2,528,140000
6,6,1968,1968,0,1,1,-1,1,813,1488,2,1,1488,1488,1968,0,2,552,215000
6,6,1980,1980,0,2,1,-1,3,330,516,1,1,529,1045,1980,-1,2,462,123900
8,5,1988,1988,0,2,1,2,3,577,1004,1,1,1020,1020,1988,-1,2,509,200000
6,7,1940,1950,0,3,0,-1,2,375,720,1,1,720,1215,1965,1,2,720,141000
5,6,1941,1950,0,2,0,1,1,116,720,-2,-1,803,803,1941,-1,2,360,87000
4,5,1939,1950,0,1,0,-1,-2,0,732,1,1,772,1123,1979,-1,1,264,100000
5,7,1922,1950,0,3,0,-1,-2,0,816,2,1,816,816,1922,-1,1,100,75200
6,5,1920,1950,0,3,0,-1,-2,0,1012,0,1,1012,1012,1920,-1,1,308,118400
2,4,1939,1950,0,3,-3,-2,-3,0,0,2,1,640,845,1950,-1,1,256,68104
5,9,1930,2007,1,3,0,-1,2,737,837,2,1,1001,1001,1930,-1,1,216,124900
6,6,1979,1979,0,2,1,1,3,1001,1001,0,1,1299,1299,1979,0,2,486,183500
6,6,1978,1978,0,2,1,1,3,773,888,2,1,912,912,1978,0,2,470,156000
6,5,1983,1983,0,1,0,-1,2,336,1084,0,1,1080,1080,1983,-1,2,484,134000
5,5,2002,2002,1,1,1,-1,3,585,1441,2,1,1392,1392,2002,1,3,650,215000
7,5,2002,2002,1,1,1,-1,3,1392,1409,2,1,1409,1409,2002,0,2,576,245000
7,5,1991,1992,0,1,1,-1,3,1239,1454,0,1,1478,1478,1991,-1,2,506,210000
7,6,1975,1975,0,2,0,1,0,224,852,0,1,918,918,1975,-1,1,360,148000
6,6,1974,1974,0,2,1,1,2,924,970,0,1,1026,1026,1974,-1,2,528,143000
5,6,1959,1959,0,2,0,2,1,967,1350,1,1,1328,1328,1959,0,1,308,170000
8,5,2006,2006,1,1,1,1,3,428,1476,2,1,1484,1484,2006,0,2,472,265900
7,7,1985,1985,0,2,1,-1,2,215,1265,1,1,1240,1240,1985,-1,2,528,174000
8,5,2001,2001,1,1,2,0,3,250,1267,2,1,1312,1312,2001,-1,2,471,180500
7,5,2003,2003,1,1,2,1,3,786,868,2,1,1146,1146,2003,1,2,438,187500
6,5,1996,1996,1,1,2,-1,-2,0,1491,2,1,1491,1491,1996,1,2,571,178000
6,5,1996,1997,0,1,2,1,0,16,920,2,1,936,936,1996,1,2,460,140000
4,5,1963,1963,0,1,0,2,2,633,1064,1,1,1040,1040,1963,-1,2,648,132250
5,7,1976,1976,0,1,1,-1,3,840,1040,0,1,1060,1060,1976,-1,2,572,129900
5,5,1976,1976,0,1,1,-1,2,874,1142,0,1,1142,1142,1976,1,2,528,134000
4,4,1972,1972,0,2,0,-1,1,252,546,0,1,546,1092,1972,-1,1,253,85500
4,5,1970,1970,0,2,1,1,3,503,530,0,1,530,992,1970,1,1,297,106500
4,6,1970,1970,0,2,0,-1,2,384,546,2,1,546,1092,1978.132443,-2,0,0,93900
4,5,1970,1970,0,2,0,-1,-2,0,546,-1,1,546,1092,1970,-1,1,286,75000
