Order,PID,'MS SubClass','MS Zoning','Lot Frontage','Lot Area',Street,Alley,'Lot Shape','Land Contour',Utilities,'Lot Config','Land Slope',Neighborhood,'Condition 1','Condition 2','Bldg Type','House Style','Overall Qual','Overall Cond','Year Built','Year Remod/Add','Roof Style','Roof Matl','Exterior 1st','Exterior 2nd','Mas Vnr Type','Mas Vnr Area','Exter Qual','Exter Cond',Foundation,'Bsmt Qual','Bsmt Cond','Bsmt Exposure','BsmtFin Type 1','BsmtFin SF 1','BsmtFin Type 2','BsmtFin SF 2','Bsmt Unf SF','Total Bsmt SF',Heating,'Heating QC','Central Air',Electrical,'1st Flr SF','2nd Flr SF','Low Qual Fin SF','Gr Liv Area','Bsmt Full Bath','Bsmt Half Bath','Full Bath','Half Bath','Bedroom AbvGr','Kitchen AbvGr','Kitchen Qual','TotRms AbvGrd',Functional,Fireplaces,'Fireplace Qu','Garage Type','Garage Yr Blt','Garage Finish','Garage Cars','Garage Area','Garage Qual','Garage Cond','Paved Drive','Wood Deck SF','Open Porch SF','Enclosed Porch','3Ssn Porch','Screen Porch','Pool Area','Pool QC',Fence,'Misc Feature','Misc Val','Mo Sold','Yr Sold','Sale Type','Sale Condition',SalePrice
2766,906475050,80,1,69.22459,21453,1,-1,0,-2,1,0,-1,10,2,2,2,-4,6,5,1969,1969,3,0,-1,-1,-1,0,0,0,2,0,0,2,2,938,-2,0,0,938,1,2,1,2,988,0,0,988,1,0,1,0,1,1,0,4,3,2,0,2,1969,-1,2,540,0,0,0,0,130,0,130,0,0,-3,-2,-3,0,10,2006,5,3,180000
2769,907125020,85,1,57,8846,1,-1,0,1,1,0,1,9,2,2,2,-3,5,5,1996,1996,2,2,-5,-5,-1,0,1,0,1,1,0,1,3,298,-2,0,572,870,1,2,1,2,914,0,0,914,0,0,1,0,2,1,0,5,3,0,-3,-2,1998,-1,2,576,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,148000
2770,907125080,20,1,95,13015,1,-1,1,1,1,1,1,9,2,2,2,3,5,6,1996,1996,2,2,-5,-5,-1,0,0,1,1,1,0,-1,-2,0,-2,0,1100,1100,1,2,1,2,1100,0,0,1100,0,0,1,1,3,1,0,5,3,0,-3,2,1996,0,2,462,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,145000
2771,907130110,60,1,65,12438,1,-1,0,1,1,2,1,9,-1,2,2,0,6,5,1995,1995,2,2,-5,-5,1,68,1,0,1,1,0,-1,-2,0,-2,0,781,781,1,2,1,2,795,704,0,1499,0,0,2,1,3,1,1,6,3,1,0,2,1995,0,2,473,0,0,0,413,91,0,0,0,0,-3,-2,-3,0,8,2006,5,3,187000
2772,907131070,20,1,69.22459,8685,1,-1,0,1,1,0,1,9,2,2,2,3,7,5,1998,1998,2,2,-5,-5,-1,0,0,0,1,1,0,0,3,846,-2,0,579,1425,1,2,1,2,1425,0,0,1425,1,0,2,0,3,1,0,5,3,0,-3,2,1998,0,2,591,0,0,0,0,130,0,0,0,0,-3,-2,-3,0,5,2006,5,3,193000
2773,907135230,20,1,43,13568,1,-1,-1,1,1,0,1,9,2,2,2,3,5,5,1995,1995,2,2,-5,-5,-1,0,0,0,1,1,0,-1,2,716,-2,0,274,990,1,2,1,2,990,0,0,990,0,1,1,0,3,1,0,5,3,0,-3,2,1996,-1,2,576,0,0,0,224,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,156000
2775,907175060,20,1,79,9236,1,-1,0,1,1,2,1,9,2,2,2,3,6,5,1997,1997,2,2,-5,-5,-1,0,0,1,1,1,0,2,3,1200,-2,0,279,1479,1,2,1,2,1494,0,0,1494,1,0,2,0,3,1,1,6,3,0,-3,2,1997,0,2,576,0,0,0,168,27,0,0,0,0,-3,-2,-3,0,7,2006,5,3,217000
2782,907200170,80,1,55,10780,1,-1,0,1,1,2,1,9,2,2,2,-4,5,5,1976,1976,2,2,1,1,-1,0,0,0,2,0,0,1,2,483,-2,0,428,911,1,1,1,2,954,0,0,954,0,0,1,0,3,1,0,6,3,0,-3,-2,1976,-1,2,576,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,132500
2783,907201160,60,1,50,8340,1,-1,0,1,1,2,1,9,2,2,2,0,6,6,1977,1977,2,2,3,-1,1,62,0,0,2,1,0,1,3,509,-2,0,166,675,1,0,1,2,686,702,0,1388,0,0,1,1,3,1,0,6,3,0,-3,2,1977,-1,1,317,0,0,0,406,36,0,0,0,0,-3,-2,-3,0,12,2006,5,3,157500
2784,907201230,80,1,42,10385,1,-1,0,1,1,0,1,9,2,2,2,-4,6,6,1978,1978,2,2,3,3,1,123,0,0,2,0,1,1,2,595,-1,400,0,995,1,0,1,2,1282,0,0,1282,0,1,2,0,3,1,0,6,3,0,-3,-2,1989,-1,3,672,-1,0,0,386,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,174000
2785,907202140,20,1,69,9920,1,-1,0,1,1,2,1,9,2,2,2,3,5,6,1969,1969,2,2,3,-1,-1,0,0,0,2,1,0,2,2,523,-2,0,448,971,1,0,1,2,971,0,0,971,0,0,1,1,3,1,0,5,3,1,-2,2,1969,-1,1,300,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,128500
2786,907203010,20,1,120,9560,1,-1,0,1,1,1,1,9,2,2,2,3,5,7,1972,1972,0,2,1,1,-1,0,0,1,2,0,0,0,0,360,-2,0,504,864,1,2,1,2,864,0,0,864,0,0,1,0,3,1,0,5,3,0,-3,2,1972,0,1,288,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,128500
2788,907227090,20,1,60,7200,1,-1,1,-2,1,2,1,9,2,2,2,3,5,8,1972,1972,2,2,-5,-5,-1,0,0,0,2,0,0,-1,1,437,-2,0,427,864,1,2,1,2,864,0,0,864,0,0,1,0,3,1,0,5,3,0,-3,-2,1977,-1,1,297,0,0,0,0,0,0,0,0,0,-3,1,-3,0,3,2006,5,3,119900
2789,907230240,160,0,69.22459,3612,1,-1,0,1,1,2,1,2,2,2,-2,0,6,5,1993,1994,2,2,-5,-5,-1,0,0,0,1,1,0,-1,3,338,-2,0,292,630,1,2,1,2,630,690,0,1320,0,0,2,1,3,1,0,5,3,0,-3,-2,1993,-1,2,484,0,0,0,0,48,0,0,0,0,-3,1,-3,0,6,2006,5,3,137000
2793,907255010,20,1,69.22459,11088,1,-1,1,1,1,1,1,9,2,2,2,3,8,5,2002,2002,0,2,-4,-4,-1,0,1,0,1,1,0,-1,3,872,-2,0,476,1348,1,2,1,2,1358,0,0,1358,1,0,1,1,1,1,1,5,3,1,0,2,2002,-1,2,418,0,0,0,68,166,0,0,0,0,-3,-2,-3,0,6,2006,5,3,220000
2803,907290160,120,3,37,4435,1,-1,1,1,1,2,1,9,2,2,-1,3,6,5,2003,2003,2,2,-5,-5,1,170,1,0,1,1,0,1,3,717,-2,0,131,848,1,2,1,2,848,0,0,848,1,0,1,0,1,1,1,4,3,0,-3,2,2003,1,2,420,0,0,0,140,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,133000
2804,907290230,120,3,37,4435,1,-1,1,1,1,2,1,9,2,2,-1,3,6,5,2004,2004,2,2,-5,-5,1,169,1,0,1,1,0,0,3,662,-2,0,186,848,1,2,1,2,848,0,0,848,1,0,1,0,1,1,1,3,3,1,1,2,2004,0,2,420,0,0,0,140,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,155900
2806,907401050,20,1,70,8810,1,-1,1,1,1,2,1,9,2,2,2,3,7,5,2003,2003,2,2,-5,-5,-1,0,1,0,1,1,0,-1,3,1000,-2,0,390,1390,1,2,1,2,1390,0,0,1390,1,0,2,0,3,1,1,7,3,0,-3,2,2003,0,2,545,0,0,0,0,68,0,0,0,0,-3,-2,-3,0,3,2006,5,3,207000
2817,908102020,70,1,67,8777,1,-1,1,0,1,2,1,7,3,2,2,0,4,6,1910,2000,2,2,-1,-1,-1,0,0,1,2,1,0,-1,0,173,1,337,166,676,1,1,1,2,760,676,0,1436,1,0,2,0,3,1,0,6,2,0,-3,2,1950,-1,2,528,0,0,0,147,0,0,0,0,0,-3,-2,-1,420,10,2006,5,3,98000
2818,908102320,20,1,134,17755,1,-1,1,1,1,2,1,7,2,2,2,3,5,4,1959,1959,2,2,3,-1,1,132,0,0,2,0,0,-1,1,176,-2,0,1290,1466,1,0,1,2,1466,0,0,1466,0,0,1,1,3,1,-1,6,3,2,1,2,1959,1,2,528,0,0,0,0,140,0,0,100,0,-3,-2,-3,0,11,2006,5,3,149900
2819,908102330,20,1,67,8877,1,-1,1,1,1,2,1,7,2,2,2,3,4,5,1951,1951,2,2,-6,-6,-1,0,0,0,2,-1,-1,-1,-1,836,-2,0,0,836,1,0,1,0,1220,0,0,1220,0,0,1,0,2,1,0,6,3,0,-3,-2,1951,-1,2,396,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,4,2006,1,3,102000
2824,908130020,20,1,75,8050,1,-1,1,1,1,2,1,7,2,2,2,3,6,5,2002,2002,2,2,-5,-5,-2,101.896801,0,0,1,1,0,1,3,475,2,297,142,914,1,2,1,2,914,0,0,914,1,0,1,0,2,1,1,4,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,32,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,117250
2826,908186060,180,3,35,3675,1,-1,1,1,1,2,1,7,2,2,-1,-4,5,5,2005,2005,2,2,-5,-5,1,80,0,0,1,1,0,2,3,547,-2,0,0,547,1,1,1,2,1072,0,0,1072,1,0,1,0,2,1,0,5,3,0,-3,1,2005,1,2,525,0,0,0,0,28,0,0,0,0,-3,-2,-3,0,5,2006,5,3,145000
2834,908225180,50,1,56,6956,1,-1,1,1,1,2,1,7,2,2,2,2,4,7,1948,1950,2,2,-5,-5,-1,0,0,1,2,-1,0,0,-2,0,-2,0,624,624,1,2,1,2,624,312,0,936,0,0,1,0,3,1,0,5,3,0,-3,2,1948,-1,1,265,0,-2,0,0,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,97900
2838,908228040,50,1,60,9738,1,-1,1,1,1,2,1,7,2,2,2,2,5,7,1924,1950,2,2,9,9,-1,0,0,1,3,0,0,-1,1,392,-2,0,392,784,1,1,1,2,949,272,0,1221,1,0,1,0,4,1,0,7,3,0,-3,2,1965,-1,1,392,0,0,0,0,0,236,0,0,0,-3,-2,-3,0,3,2006,5,3,104900
2839,908275220,20,1,60,8172,1,-1,1,1,1,2,1,7,2,2,2,3,5,7,1955,1990,0,2,-7,-1,-1,0,0,0,2,0,0,-1,0,167,-2,0,697,864,1,0,1,2,864,0,0,864,1,0,1,0,2,1,0,5,3,0,-3,-2,1957,-1,2,572,0,0,-1,0,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,115000
2841,909101050,50,1,45,8248,1,0,1,1,1,2,1,7,2,2,2,2,5,7,1918,1950,2,2,-4,-4,-1,0,0,0,3,0,0,-1,-2,0,-2,0,686,686,0,1,1,2,686,564,0,1250,0,1,1,1,3,1,-1,7,3,0,-3,-2,1955,-1,1,280,0,0,1,207,0,96,0,0,0,-3,-2,-3,0,7,2006,5,3,116000
2844,909101330,30,1,60,8088,1,0,1,1,1,2,1,7,3,2,2,3,2,3,1922,1955,2,2,1,1,-1,0,0,0,3,0,0,-1,-2,0,-2,0,498,498,1,0,-1,0,498,0,0,498,0,0,1,0,1,1,0,3,3,0,-3,-2,1922,-1,1,216,-1,-1,-1,0,0,100,0,0,0,-3,-2,-3,0,2,2006,-3,3,35000
2845,909103020,50,1,76,11388,1,-1,1,-2,1,2,0,7,2,2,2,2,4,7,1910,1993,2,2,-5,-6,-1,0,0,0,3,0,0,-1,-2,0,-2,0,616,616,1,0,-1,2,1055,218,0,1273,0,0,1,0,3,1,1,5,1,0,-3,-2,1910,-1,1,275,0,-1,-1,212,0,0,0,0,0,-3,-2,-3,0,9,2006,5,3,121000
2850,909250070,70,1,43,7000,1,-1,1,1,1,2,1,-7,3,2,2,0,7,8,1926,1997,2,2,-6,-4,-1,0,0,0,3,0,0,-1,2,424,-2,0,200,624,1,2,1,2,743,736,0,1479,1,0,1,0,3,1,1,6,3,2,1,-2,1926,-1,1,312,0,0,0,530,0,56,0,0,0,-3,1,-3,0,5,2006,5,3,160000
2856,909256010,50,1,84,10164,1,-1,1,0,1,2,1,-7,2,2,2,2,5,5,1939,1950,2,2,-5,-5,-1,0,0,0,2,0,-1,1,-1,646,-2,0,346,992,1,-1,1,2,992,473,0,1465,0,0,2,0,3,1,0,6,3,2,0,-2,1939,-1,1,240,0,0,0,0,126,0,0,0,0,-3,-2,-3,0,7,2006,5,3,131000
2857,909256020,50,1,51,6191,1,-1,1,1,1,1,1,-7,2,2,2,2,5,4,1941,1950,2,2,-6,-6,-1,0,0,0,2,-1,-1,-1,-1,384,-2,0,440,824,1,0,-1,2,824,464,0,1288,0,0,1,0,4,1,0,6,3,0,-3,-2,1941,-1,1,240,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,11,2006,5,3,112000
2862,909279040,30,1,80,11600,1,-1,1,1,1,2,1,8,2,2,2,3,4,5,1922,1950,2,2,1,1,-1,0,0,0,3,-1,0,-1,-2,0,-2,0,700,700,1,2,1,2,1180,0,0,1180,0,0,1,0,2,1,-1,5,3,1,1,-2,1922,-1,1,252,0,-1,0,0,0,67,0,0,0,-3,-2,-3,0,7,2006,5,3,137500
2871,909428110,190,1,90,15750,1,-1,1,1,1,1,1,8,2,2,1,3,5,5,1953,1953,0,2,1,1,1,56,0,0,2,0,0,0,1,841,-2,0,324,1165,1,0,1,2,1336,0,0,1336,1,0,1,0,2,1,0,5,3,2,1,2,1953,-1,1,375,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,157000
2874,910200060,50,3,50,7000,1,-1,1,1,1,2,1,3,2,2,2,2,6,7,1926,1950,0,2,1,1,-1,0,0,0,1,0,0,-1,2,374,-2,0,487,861,1,2,1,2,861,424,0,1285,0,1,1,0,3,1,0,6,3,0,-3,-2,1950,1,2,506,0,0,0,96,0,132,0,0,0,-3,1,-3,0,5,2006,5,3,145400
2875,910203100,30,3,61,8534,1,-1,1,-2,1,2,1,3,2,2,2,3,4,4,1925,1950,2,2,-6,-6,-1,0,0,0,3,-1,0,-1,-2,0,-2,0,432,432,1,0,-1,1,672,0,0,672,0,0,1,0,2,1,0,4,2,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,0,0,112,0,0,0,-3,0,-3,0,6,2006,5,3,72000
2876,910203230,30,3,50,7030,1,-1,1,1,1,2,1,3,2,2,2,3,4,6,1925,1950,2,2,1,1,-1,0,0,0,3,0,0,-1,-2,0,-2,0,641,641,1,1,1,2,641,0,0,641,0,0,1,0,2,1,-1,4,3,0,-3,-2,1925,-1,1,272,0,0,-1,184,0,70,0,0,0,-3,1,-3,0,3,2006,5,3,85000
2879,911175360,50,-3,60,11040,1,-1,1,-2,1,2,0,3,2,2,2,2,4,6,1920,1950,2,2,1,1,-1,0,0,0,2,0,0,-1,0,637,-2,0,0,637,1,1,1,2,897,439,0,1336,0,0,1,1,3,1,0,7,3,0,-3,-1,1994,-1,1,570,0,0,0,0,47,120,0,0,0,-3,-2,-3,0,9,2006,1,3,108000
2883,911225110,50,-3,60,8520,0,-1,1,0,1,2,1,3,2,2,2,2,3,5,1916,1950,2,2,1,1,-1,0,0,0,1,-1,-1,-1,-2,0,-2,0,216,216,1,-1,-1,2,576,360,0,936,0,0,1,0,2,1,0,6,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,-1,0,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,78000
2888,914474020,20,1,70,9116,1,-1,1,1,1,1,1,0,2,2,2,3,8,5,2001,2001,0,2,-5,-5,-1,0,1,0,1,2,0,-1,-2,0,-2,0,1491,1491,1,2,1,2,1491,0,0,1491,0,0,2,0,3,1,1,7,3,0,-3,2,2001,0,2,490,0,0,0,120,100,0,0,0,0,-3,-2,-3,0,5,2006,5,3,209000
2889,914476050,90,1,78,10530,1,-1,1,1,1,2,1,0,2,2,0,-3,6,5,1977,1977,2,2,-1,2,1,90,0,0,2,1,0,2,3,975,-2,0,0,975,1,0,1,2,1004,0,0,1004,1,0,1,0,2,1,0,4,3,0,-3,2,1977,-1,2,504,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,135000
2890,914476130,80,1,140,11080,1,-1,1,1,1,1,1,0,2,2,2,-4,6,6,1975,1975,2,2,-1,-1,1,257,0,0,2,0,0,1,3,576,-2,0,552,1128,1,0,1,2,1210,0,0,1210,1,0,2,0,3,1,0,6,3,0,-3,2,1975,-1,2,528,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,148000
2893,916252170,120,3,69.22459,8239,1,-1,0,1,1,2,1,4,2,2,-1,3,7,5,1986,1986,2,2,6,-6,-1,0,1,0,2,-3,-3,-2,-3,0,-3,0,0,0,1,1,1,2,1295,0,0,1295,0,0,2,0,2,1,1,5,3,0,-3,2,1986,0,1,312,0,0,0,0,0,0,0,0,0,-3,-2,-3,0,11,2006,5,3,230000
2896,916402125,20,1,54,13811,1,-1,0,1,1,2,1,-12,2,2,2,3,6,6,1987,1987,2,2,3,3,1,72,0,0,2,1,1,-1,3,980,-1,40,92,1112,1,1,1,2,1137,0,0,1137,1,0,2,0,2,1,1,5,3,1,0,2,1987,-1,2,551,0,0,0,125,0,0,0,0,0,-3,-2,-3,0,7,2006,5,3,176000
2897,916403020,20,1,50,8049,1,-1,0,1,1,0,1,-12,2,2,2,3,7,5,1990,1990,0,2,3,3,1,54,0,0,2,1,0,-1,2,1053,-2,0,256,1309,1,0,1,2,1339,0,0,1339,1,0,2,0,2,1,0,6,3,1,0,2,1990,1,2,484,1,1,0,0,58,0,0,90,0,-3,-2,-3,0,7,2006,5,3,180000
2899,916460070,20,1,69.22459,8098,1,-1,0,1,1,2,1,-12,2,2,2,3,6,5,2000,2000,2,2,-5,-5,-1,0,1,0,-2,1,0,1,3,1136,1,116,129,1381,1,2,1,2,1403,0,0,1403,1,0,2,0,2,1,1,5,3,0,-3,2,2000,-1,2,470,0,0,0,0,173,0,0,0,0,-3,-2,-3,0,10,2006,5,3,202000
2905,923202025,90,3,78,7020,1,-1,1,1,1,2,1,0,2,2,0,-3,7,5,1997,1997,2,2,1,1,1,200,0,1,1,1,0,2,3,1243,-2,0,45,1288,1,1,1,2,1368,0,0,1368,2,0,2,0,2,2,0,8,3,0,-3,2,1997,1,4,784,0,0,0,0,48,0,0,0,0,-3,-2,-3,0,11,2006,5,3,215000
2906,923203090,120,3,32,4500,1,-1,1,1,1,-1,1,0,2,2,-2,3,6,5,1998,1998,0,2,-5,-5,1,116,0,0,1,2,0,-1,3,897,-2,0,319,1216,1,2,1,2,1216,0,0,1216,1,0,2,0,2,1,0,5,3,0,-3,2,1998,-1,2,402,0,0,0,0,125,0,0,0,0,-3,-2,-3,0,5,2006,5,3,164000
2907,923203100,120,3,32,4500,1,-1,1,1,1,-1,1,0,2,2,-1,3,6,5,1998,1998,0,2,-5,-5,1,443,0,1,1,2,1,-1,3,1201,-2,0,36,1237,1,2,1,2,1337,0,0,1337,1,0,2,0,2,1,0,5,3,0,-3,2,1998,1,2,405,0,0,0,0,199,0,0,0,0,-3,-2,-3,0,3,2006,5,3,153500
2909,923225190,160,3,41,2665,1,-1,1,1,1,2,1,1,2,2,-1,0,5,6,1977,1977,2,2,4,4,-1,0,0,0,1,1,0,0,-2,0,-2,0,264,264,1,0,1,2,616,688,0,1304,0,0,1,1,3,1,0,5,3,1,0,0,1977,0,1,336,0,0,0,141,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,104500
2910,923225240,160,3,41,2665,1,-1,1,1,1,2,1,1,2,2,-1,0,5,6,1977,1977,2,2,4,4,-1,0,0,0,1,0,0,-1,2,548,0,173,36,757,1,2,1,2,925,550,0,1475,0,0,2,0,4,1,0,6,3,1,0,2,1977,0,1,336,0,0,0,104,26,0,0,0,0,-3,-2,-3,0,7,2006,5,3,127000
2912,923225510,20,1,58,10172,1,-1,0,1,1,2,1,0,2,2,2,3,5,7,1968,2003,2,2,-1,-1,-1,0,0,0,2,0,0,-1,2,441,-2,0,423,864,1,2,1,2,874,0,0,874,1,0,1,0,3,1,0,5,3,0,-3,2,1968,0,1,288,0,0,0,0,120,0,0,0,0,-3,-2,-3,0,10,2006,5,3,126500
2914,923226180,180,3,21,1470,1,-1,1,1,1,2,1,1,2,2,-2,-3,4,6,1970,1970,2,2,4,4,-1,0,0,0,2,1,0,1,3,522,-2,0,108,630,1,0,1,2,630,0,0,630,1,0,1,0,1,1,0,3,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,0,0,0,0,0,0,0,-3,-2,-3,0,4,2006,5,3,73000
2915,923226290,160,3,21,1484,1,-1,1,1,1,2,1,1,2,2,-1,0,4,4,1972,1972,2,2,4,4,-1,0,0,0,2,0,0,-1,0,252,-2,0,294,546,1,0,1,2,546,546,0,1092,0,0,1,1,3,1,0,5,3,0,-3,2,1972,-1,1,253,0,-1,0,0,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,79400
2916,923227100,20,1,80,13384,1,-1,1,1,1,2,0,0,2,2,2,3,5,5,1969,1979,2,2,-1,-1,1,194,0,0,1,0,0,1,0,119,1,344,641,1104,1,-1,1,2,1360,0,0,1360,1,0,1,0,3,1,0,8,3,1,0,2,1969,0,1,336,0,0,0,160,0,0,0,0,0,-3,-2,-3,0,5,2006,5,3,140000
2919,923228210,160,3,21,1526,1,-1,1,1,1,2,1,1,2,2,-2,0,4,5,1970,1970,2,2,4,4,-1,0,0,0,2,0,0,-1,-2,0,-2,0,546,546,1,0,1,2,546,546,0,1092,0,0,1,1,3,1,0,5,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,0,0,34,0,0,0,0,-3,2,-3,0,6,2006,5,3,79500
2920,923228260,160,3,21,1936,1,-1,1,1,1,2,1,1,2,2,-2,0,4,7,1970,1970,2,2,4,4,-1,0,0,0,2,0,0,-1,-2,0,-2,0,546,546,1,1,1,2,546,546,0,1092,0,0,1,1,3,1,0,5,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,0,0,0,0,0,0,0,-3,-2,-3,0,6,2006,5,3,90500
2924,923250060,20,1,80,17400,1,-1,1,-2,1,2,0,0,2,2,2,3,5,5,1977,1977,2,2,6,6,-1,0,0,0,2,0,0,-1,2,936,-2,0,190,1126,1,-1,1,2,1126,0,0,1126,1,0,2,0,3,1,0,5,3,1,1,2,1977,0,2,484,0,0,1,295,41,0,0,0,0,-3,-2,-3,0,5,2006,5,3,160000
2926,923275080,80,1,37,7937,1,-1,0,1,1,0,1,0,2,2,2,-4,6,6,1984,1984,2,2,3,3,-1,0,0,0,2,0,0,1,3,819,-2,0,184,1003,1,0,1,2,1003,0,0,1003,1,0,1,0,3,1,0,6,3,0,-3,-2,1984,-1,2,588,0,0,0,120,0,0,0,0,0,-3,2,-3,0,3,2006,5,3,142500
2927,923276100,20,1,69.22459,8885,1,-1,0,-2,1,2,0,0,2,2,2,3,5,5,1983,1983,2,2,3,3,-1,0,0,0,2,1,0,1,1,301,2,324,239,864,1,0,1,2,902,0,0,902,1,0,1,0,2,1,0,5,3,0,-3,2,1983,-1,2,484,0,0,0,164,0,0,0,0,0,-3,1,-3,0,6,2006,5,3,131000
2928,923400125,85,1,62,10441,1,-1,1,1,1,2,1,0,2,2,2,-3,5,5,1992,1992,2,2,3,-6,-1,0,0,0,1,1,0,1,3,337,-2,0,575,912,1,0,1,2,970,0,0,970,0,1,1,0,3,1,0,6,3,0,-3,-3,1978.132443,-2,0,0,-3,-3,0,80,32,0,0,0,0,-3,1,-1,700,7,2006,5,3,132000
2929,924100070,20,1,77,10010,1,-1,1,1,1,2,0,0,2,2,2,3,5,5,1974,1975,2,2,3,3,-1,0,0,0,2,1,0,1,2,1071,-1,123,195,1389,1,1,1,2,1389,0,0,1389,1,0,1,0,2,1,0,6,3,1,0,2,1975,0,2,418,0,0,0,240,38,0,0,0,0,-3,-2,-3,0,4,2006,5,3,170000
