overall qual,overall cond,year built,year remod/add,exter qual,foundation,bsmt qual,bsmt exposure,bsmtfin type 1,bsmtfin sf 1,total bsmt sf,heating qc,central air,1st flr sf,gr liv area,garage yr blt,garage finish,garage cars,garage area,saleprice
5,7,1940,1999,0.0,3.0,0.0,-1.0,2.0,351,644,1.0,1.0,808,1355,1842,-2.0,0,0,127500
5,5,1965,1965,0.0,2.0,0.0,-1.0,0.0,906,1040,2.0,1.0,1040,1040,1965,-1.0,1,384,129500
6,5,1978,1978,0.0,2.0,0.0,1.0,2.0,528,1008,0.0,1.0,1096,1096,1978,-1.0,2,484,157500
5,7,1967,2005,0.0,2.0,0.0,-1.0,2.0,758,992,2.0,1.0,992,992,1967,0.0,1,294,145000
5,7,1967,2003,0.0,2.0,0.0,-1.0,1.0,702,894,2.0,1.0,894,894,1967,0.0,2,450,130000
6,8,1978,1978,0.0,2.0,1.0,2.0,2.0,450,450,2.0,1.0,1034,1034,1978,1.0,2,504,153000
5,5,1967,1967,0.0,2.0,0.0,0.0,1.0,221,1073,1.0,1.0,1073,1073,1967,0.0,1,270,120000
5,5,1984,1984,0.0,1.0,1.0,1.0,-1.0,104,1060,0.0,1.0,1126,1126,1984,-1.0,2,506,152000
5,3,1959,1959,0.0,2.0,0.0,-1.0,3.0,288,1006,0.0,1.0,1006,1006,1842,-2.0,0,0,80000
5,6,1966,2006,0.0,2.0,0.0,-1.0,-2.0,0,1228,1.0,1.0,1228,1228,1966,-1.0,1,271,149350
5,8,1963,2003,0.0,2.0,0.0,-1.0,3.0,634,960,2.0,1.0,960,960,1963,1.0,1,300,144900
6,8,1956,1956,0.0,2.0,0.0,2.0,3.0,776,988,0.0,1.0,1188,1188,1956,-1.0,2,621,185000
5,5,1954,1954,0.0,1.0,1.0,0.0,1.0,1064,1383,0.0,1.0,1383,1383,1954,-1.0,1,354,165000
6,7,1960,1975,0.0,2.0,1.0,2.0,1.0,429,1602,1.0,1.0,1252,1252,1960,0.0,2,564,235000
5,8,1940,1997,0.0,1.0,0.0,-1.0,-2.0,0,672,2.0,1.0,672,672,1940,-1.0,1,240,108000
5,7,1941,1973,0.0,3.0,0.0,-1.0,2.0,336,576,1.0,1.0,864,1350,1973,-1.0,3,627,152400
5,8,1970,1970,0.0,1.0,1.0,1.0,2.0,704,864,2.0,1.0,904,904,1979,-1.0,3,912,144000
6,5,1996,1997,0.0,1.0,1.0,0.0,3.0,1003,1291,2.0,1.0,1291,1291,1996,-1.0,2,431,173000
7,7,1954,2005,0.0,2.0,1.0,2.0,-1.0,226,1385,2.0,1.0,1363,1363,1954,-1.0,2,439,241500
6,7,1959,2006,0.0,2.0,0.0,1.0,2.0,719,1019,1.0,1.0,1357,1357,1959,0.0,1,312,177000
7,5,1948,1950,0.0,2.0,0.0,-1.0,-2.0,0,570,0.0,1.0,617,1079,1948,-1.0,1,249,125600
6,5,1953,1953,0.0,2.0,0.0,0.0,0.0,500,1094,2.0,1.0,1094,1094,1953,0.0,2,495,155000
5,5,1975,1975,0.0,1.0,1.0,1.0,3.0,864,864,-1.0,-1.0,864,864,1842,-2.0,0,0,99600
6,8,1962,2001,1.0,2.0,0.0,-1.0,0.0,324,621,0.0,1.0,621,1269,1962,-1.0,1,280,134500
5,8,1900,1950,0.0,3.0,0.0,-1.0,0.0,241,861,2.0,1.0,961,1367,1978,-1.0,1,384,119000
5,7,1910,1991,0.0,2.0,1.0,2.0,3.0,969,1117,0.0,1.0,820,1347,1842,-2.0,0,0,107500
5,5,1950,1950,0.0,2.0,0.0,-1.0,2.0,1040,1164,0.0,-1.0,1164,1164,1950,-1.0,1,240,125000
6,5,1924,1950,0.0,3.0,0.0,-1.0,-2.0,0,572,-1.0,-1.0,572,1096,1842,-2.0,0,0,79000
5,6,1941,1950,0.0,2.0,0.0,0.0,-1.0,236,616,0.0,-1.0,616,1111,1941,-1.0,1,200,95000
5,7,1994,1994,0.0,1.0,1.0,-1.0,3.0,722,990,2.0,1.0,990,990,1997,-1.0,2,528,155000
5,6,1995,2006,0.0,1.0,1.0,-1.0,-2.0,0,1099,2.0,1.0,1099,1099,1999,-1.0,1,352,144000
5,5,1994,1995,0.0,1.0,1.0,-1.0,3.0,686,990,2.0,1.0,990,990,1996,-1.0,2,672,145000
7,5,1997,1998,0.0,1.0,1.0,2.0,3.0,1308,1418,2.0,1.0,1418,1418,1997,0.0,2,558,226001
7,5,1999,2000,1.0,1.0,1.0,-1.0,-2.0,0,1468,2.0,1.0,1479,1479,1999,0.0,2,577,191000
7,5,2002,2002,1.0,1.0,1.0,0.0,3.0,922,1494,2.0,1.0,1494,1494,2002,0.0,2,530,221000
5,6,1975,1980,0.0,2.0,1.0,1.0,-1.0,280,938,0.0,1.0,938,938,1977,-1.0,1,308,130250
5,8,1977,1977,1.0,2.0,1.0,1.0,3.0,595,985,0.0,1.0,985,985,1977,-1.0,1,328,149900
5,6,1978,1978,0.0,2.0,1.0,0.0,2.0,781,864,2.0,1.0,1174,1174,1978,-1.0,2,528,158000
6,6,1978,1978,0.0,2.0,1.0,2.0,3.0,505,940,0.0,1.0,1026,1026,1981,-1.0,2,576,147000
5,6,1975,1975,0.0,2.0,1.0,-1.0,-2.0,0,924,0.0,1.0,924,924,1981,-1.0,1,280,110000
5,7,1972,1972,0.0,2.0,0.0,1.0,2.0,390,864,0.0,1.0,864,864,1989,-1.0,1,352,127000
5,7,1972,1972,0.0,2.0,0.0,1.0,2.0,632,780,2.0,1.0,780,780,1973,-1.0,1,352,124900
6,5,2003,2003,1.0,1.0,1.0,1.0,3.0,686,848,2.0,1.0,848,848,2003,1.0,2,420,136500
6,5,2004,2004,1.0,1.0,1.0,0.0,3.0,662,848,2.0,1.0,848,848,2004,0.0,2,420,145000
6,5,1997,1998,0.0,1.0,1.0,2.0,3.0,994,1478,2.0,1.0,1493,1493,1997,1.0,2,508,208900
7,5,2004,2004,1.0,1.0,1.0,0.0,3.0,24,1445,2.0,1.0,1445,1445,2004,-1.0,2,470,186500
7,5,2004,2004,1.0,1.0,1.0,0.0,3.0,946,1436,2.0,1.0,1436,1436,2004,-1.0,2,484,210000
8,5,2007,2007,1.0,1.0,2.0,1.0,-2.0,0,1234,2.0,1.0,1234,1234,2007,0.0,2,484,179900
7,5,2007,2007,1.0,1.0,1.0,1.0,3.0,24,1351,2.0,1.0,1361,1361,2007,0.0,2,610,193000
7,5,2005,2005,1.0,1.0,1.0,1.0,3.0,648,728,2.0,1.0,728,1456,2005,1.0,2,410,189000
6,5,2004,2004,1.0,1.0,1.0,1.0,3.0,697,848,2.0,1.0,848,848,2004,0.0,2,420,149300
6,5,2004,2004,1.0,1.0,1.0,2.0,3.0,697,848,2.0,1.0,848,848,2004,0.0,2,420,141000
6,5,2004,2004,1.0,1.0,1.0,1.0,3.0,662,848,2.0,1.0,848,848,2004,0.0,2,420,149000
6,5,2004,2004,1.0,1.0,1.0,2.0,3.0,662,848,2.0,1.0,848,848,2004,1.0,2,420,144500
5,7,1910,1950,0.0,2.0,-1.0,-1.0,-2.0,0,796,1.0,1.0,796,796,1842,-2.0,0,0,85000
5,6,1965,1965,1.0,2.0,0.0,-1.0,1.0,830,1256,1.0,1.0,1256,1256,1965,1.0,1,276,147500
6,6,1976,1976,0.0,2.0,0.0,-1.0,1.0,1033,1127,0.0,1.0,1127,1127,1991,-1.0,2,480,135000
5,6,1940,1969,0.0,2.0,0.0,-1.0,1.0,290,996,2.0,1.0,996,996,1842,-2.0,0,0,108000
4,5,1972,1972,0.0,2.0,1.0,1.0,1.0,920,1138,0.0,1.0,1181,1181,1974,0.0,2,588,137500
6,6,1977,1977,0.0,2.0,0.0,1.0,2.0,368,1029,0.0,1.0,1117,1117,1977,0.0,2,542,147000
6,7,1976,2001,0.0,2.0,0.0,1.0,2.0,288,684,0.0,1.0,684,1398,1976,1.0,2,440,160500
4,5,2005,2005,0.0,1.0,1.0,-1.0,3.0,1024,1132,2.0,1.0,1132,1132,2005,1.0,2,451,176000
6,5,2005,2005,0.0,1.0,1.0,2.0,3.0,459,547,2.0,1.0,1072,1072,2005,0.0,2,525,148000
4,4,1955,1955,0.0,2.0,0.0,-1.0,2.0,133,1440,0.0,-1.0,1440,1440,1842,-2.0,0,0,118000
4,5,1955,1955,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,1152,1152,1842,-2.0,0,0,82500
4,5,1955,1955,0.0,2.0,0.0,1.0,2.0,784,784,0.0,-1.0,784,784,1842,-2.0,0,0,91900
5,8,1947,1993,0.0,0.0,-3.0,-2.0,-3.0,0,0,1.0,1.0,929,1137,1842,-2.0,0,0,96000
4,5,1953,1953,0.0,2.0,1.0,-1.0,0.0,767,911,0.0,1.0,930,930,1953,0.0,1,286,99000
5,6,1946,1995,0.0,2.0,0.0,-1.0,1.0,352,768,2.0,1.0,768,1200,1946,-1.0,1,240,130500
4,6,1954,1972,0.0,1.0,0.0,-1.0,-2.0,0,941,2.0,1.0,997,1470,1958,-1.0,1,548,135000
5,7,1955,1955,0.0,1.0,0.0,-1.0,-2.0,0,816,0.0,1.0,872,1393,1955,-1.0,1,300,135500
4,7,1923,2008,0.0,1.0,0.0,-1.0,2.0,224,949,0.0,1.0,949,1292,1923,-1.0,1,205,108000
5,6,1925,1950,0.0,2.0,0.0,-1.0,0.0,468,864,0.0,-1.0,864,864,1842,-2.0,0,0,98000
3,3,1914,1950,0.0,3.0,0.0,-1.0,1.0,41,864,0.0,-1.0,864,864,1842,-2.0,0,0,67000
6,8,1925,1950,0.0,3.0,0.0,-1.0,1.0,156,672,0.0,-1.0,810,1482,1934,-1.0,1,400,140000
7,8,1921,1950,0.0,3.0,0.0,-1.0,-2.0,0,1228,2.0,1.0,1424,1424,1921,-1.0,1,312,168000
6,6,1926,1950,0.0,3.0,0.0,-1.0,1.0,379,644,2.0,1.0,672,1316,2001,-1.0,1,369,145000
6,6,1914,1995,0.0,3.0,1.0,-1.0,-2.0,0,676,2.0,1.0,676,1264,1994,-1.0,2,400,147500
6,5,1930,1950,0.0,3.0,1.0,0.0,0.0,384,768,0.0,-1.0,790,790,1925,-1.0,1,160,91000
5,4,1938,1950,0.0,3.0,0.0,-1.0,-2.0,0,884,0.0,1.0,932,1374,1938,-1.0,1,225,110000
6,5,1951,1951,0.0,1.0,0.0,-1.0,0.0,500,1091,-1.0,-1.0,1091,1091,1951,1.0,1,344,104000
6,6,1980,1980,0.0,2.0,1.0,-1.0,3.0,366,516,0.0,1.0,516,1032,1980,-1.0,2,462,116500
6,8,1926,1998,0.0,3.0,0.0,-1.0,0.0,299,894,0.0,1.0,919,919,1926,-1.0,1,195,126000
6,8,1940,2006,0.0,2.0,-1.0,-1.0,-2.0,0,720,1.0,1.0,760,1090,1940,-1.0,1,240,120000
4,4,1922,1950,0.0,3.0,0.0,-1.0,-2.0,0,796,-1.0,-1.0,796,796,1842,-2.0,0,0,55000
6,8,1930,2007,1.0,3.0,0.0,1.0,2.0,538,816,2.0,1.0,816,816,2002,-1.0,1,432,120500
5,6,1940,1955,0.0,2.0,0.0,-1.0,2.0,403,740,2.0,1.0,778,778,1966,1.0,1,924,120500
5,7,1930,1950,0.0,2.0,1.0,-1.0,-2.0,0,780,1.0,1.0,780,1200,1842,-2.0,0,0,119000
5,7,1930,1995,0.0,3.0,0.0,-1.0,-2.0,0,520,0.0,1.0,912,912,1934,0.0,1,360,99500
4,7,1895,1950,0.0,-1.0,-2.0,-1.0,-2.0,0,173,2.0,-1.0,825,1361,1895,-1.0,1,185,89000
4,4,1920,1950,0.0,3.0,0.0,-1.0,-2.0,0,649,0.0,-1.0,649,1317,1920,-1.0,1,250,40000
4,7,1910,2000,0.0,1.0,-2.0,-1.0,-2.0,0,356,0.0,-1.0,671,1049,1910,-1.0,1,195,80900
3,4,1935,1950,-1.0,2.0,0.0,-1.0,-2.0,0,894,0.0,1.0,894,894,1994,0.0,3,1248,81000
4,6,1920,1950,0.0,-1.0,-1.0,0.0,-2.0,0,592,2.0,1.0,432,864,1920,-1.0,1,216,65000
6,6,1977,1977,0.0,2.0,0.0,1.0,2.0,522,1096,0.0,1.0,1118,1118,1977,1.0,1,358,171000
6,6,1977,1977,0.0,2.0,0.0,-1.0,2.0,641,1196,0.0,1.0,1279,1279,1980,-1.0,2,473,171500
5,5,2006,2007,0.0,1.0,1.0,-1.0,-2.0,0,352,1.0,1.0,712,1442,2007,1.0,2,400,172500
5,5,2006,2007,0.0,1.0,1.0,-1.0,-2.0,0,384,1.0,1.0,754,1394,2007,1.0,2,400,167500
6,5,1989,1989,0.0,2.0,1.0,-1.0,-2.0,0,1495,2.0,1.0,1495,1495,1989,-1.0,2,438,150000
6,5,1986,1986,1.0,2.0,1.0,1.0,3.0,920,1256,2.0,1.0,1256,1256,1986,-1.0,2,578,180000
8,5,2003,2003,1.0,1.0,2.0,1.0,3.0,1029,1432,2.0,1.0,1440,1440,2003,1.0,2,467,232500
6,5,1997,1997,0.0,1.0,2.0,-1.0,3.0,864,1189,2.0,1.0,1189,1189,1997,0.0,2,392,160500
4,5,1964,1964,0.0,2.0,1.0,1.0,2.0,865,1200,1.0,1.0,1200,1200,1964,1.0,3,850,173000
5,6,1975,1975,0.0,1.0,1.0,-1.0,3.0,769,1040,1.0,1.0,1040,1040,1975,-1.0,2,499,124000
5,6,1976,1976,0.0,1.0,1.0,0.0,-2.0,0,264,0.0,1.0,616,1304,1976,1.0,1,336,115000
5,7,1976,1976,0.0,1.0,1.0,-1.0,2.0,318,550,0.0,1.0,925,1475,1976,-1.0,1,336,129500
4,7,1973,2006,0.0,2.0,1.0,1.0,3.0,501,526,1.0,1.0,526,988,1973,0.0,1,297,105000
4,6,1973,1973,0.0,2.0,1.0,2.0,3.0,437,462,0.0,1.0,526,988,1973,0.0,1,297,94900
5,6,1968,1968,0.0,2.0,0.0,-1.0,2.0,785,1113,2.0,1.0,1160,1160,1968,-1.0,1,257,152500
6,9,1970,2007,0.0,2.0,0.0,-1.0,3.0,358,546,2.0,1.0,546,1092,1842,-2.0,0,0,98000
4,7,1972,1972,0.0,2.0,1.0,1.0,2.0,495,630,1.0,1.0,630,630,1842,-2.0,0,0,81000
5,5,1954,1954,0.0,2.0,0.0,-1.0,-2.0,0,988,2.0,1.0,988,988,1954,0.0,2,520,113000
5,7,1983,1983,0.0,2.0,0.0,-1.0,3.0,534,816,2.0,1.0,816,816,1983,-1.0,1,264,128500
5,5,1984,1985,0.0,2.0,0.0,-1.0,2.0,658,876,0.0,1.0,923,923,1984,-1.0,1,264,119500
5,9,1982,2008,1.0,2.0,0.0,-1.0,2.0,641,816,2.0,1.0,816,816,1982,-1.0,1,264,130500
5,8,1982,2003,0.0,1.0,0.0,-1.0,3.0,816,816,2.0,1.0,816,816,1985,1.0,2,816,138000
5,6,1982,2005,0.0,2.0,0.0,-1.0,3.0,638,845,1.0,1.0,845,845,1982,-1.0,1,264,134500
5,6,1984,1984,0.0,2.0,0.0,-1.0,2.0,647,864,0.0,1.0,889,889,1984,-1.0,2,484,137500
7,5,1970,1970,0.0,2.0,0.0,2.0,3.0,778,1277,0.0,1.0,1277,1277,1970,-1.0,2,526,167000
6,6,1997,1997,0.0,1.0,1.0,1.0,3.0,182,794,1.0,1.0,794,1470,1997,1.0,2,388,177000
6,5,1997,1997,0.0,1.0,1.0,-1.0,-2.0,0,384,1.0,1.0,754,1384,1997,1.0,2,390,161500
7,5,1995,1996,0.0,1.0,1.0,-1.0,-2.0,0,1237,1.0,1.0,1253,1253,1995,1.0,2,402,176000
7,5,1992,1993,0.0,1.0,1.0,-1.0,-2.0,0,1168,1.0,1.0,1187,1187,1992,0.0,2,420,160000
7,5,1991,1992,1.0,1.0,1.0,-1.0,-2.0,0,384,1.0,1.0,802,1472,1991,0.0,2,402,160000
7,5,1992,1992,0.0,1.0,1.0,-1.0,-2.0,0,384,1.0,1.0,812,1482,1992,1.0,2,392,163900
8,5,1986,1986,1.0,2.0,1.0,-1.0,-2.0,0,1074,2.0,1.0,1088,1088,1987,0.0,2,461,170000
8,5,1988,1988,1.0,2.0,1.0,2.0,3.0,248,1166,1.0,1.0,1179,1179,1988,0.0,2,480,182000
8,5,1990,1990,1.0,1.0,1.0,2.0,3.0,926,1312,1.0,1.0,1321,1321,1990,0.0,2,484,212000
5,5,1969,1990,0.0,2.0,1.0,2.0,2.0,1047,1100,0.0,1.0,1424,1424,1969,-1.0,3,828,155000
6,7,1981,1981,1.0,2.0,1.0,-1.0,1.0,678,1440,2.0,1.0,1440,1440,1981,1.0,2,467,182900
7,7,1981,2003,1.0,2.0,1.0,-1.0,2.0,321,725,2.0,1.0,725,1479,1981,0.0,2,484,176000
6,6,1978,1978,0.0,2.0,1.0,1.0,2.0,605,1032,0.0,1.0,1032,1032,1978,-1.0,2,564,148000
6,6,1984,1984,0.0,2.0,1.0,-1.0,2.0,781,1153,0.0,1.0,1177,1177,1984,1.0,2,495,151500
6,5,1979,1999,0.0,2.0,1.0,-1.0,3.0,903,1259,2.0,1.0,1353,1353,1979,0.0,2,478,192350
6,5,1971,1971,0.0,2.0,0.0,0.0,2.0,492,1625,0.0,1.0,1220,1220,1971,-1.0,2,944,170000
5,6,1971,1971,0.0,2.0,1.0,1.0,2.0,998,1484,1.0,1.0,1484,1484,1971,-1.0,2,487,175000
7,6,1976,1976,0.0,2.0,1.0,2.0,3.0,624,1228,0.0,1.0,1324,1324,1976,1.0,2,585,174000
5,7,1971,2005,0.0,2.0,0.0,1.0,2.0,349,372,0.0,1.0,576,1109,1971,-1.0,1,288,139000
6,5,1971,1971,0.0,2.0,0.0,-1.0,2.0,282,981,0.0,1.0,981,981,1979,-1.0,2,576,143250
7,9,1972,2004,0.0,2.0,0.0,-1.0,2.0,626,725,1.0,1.0,725,1479,1972,1.0,2,484,184000
5,6,1970,1990,0.0,2.0,0.0,-1.0,2.0,566,925,0.0,1.0,1422,1422,1988,-1.0,2,576,155000
5,5,1970,2002,0.0,2.0,0.0,-1.0,2.0,81,914,2.0,1.0,914,914,1970,0.0,1,368,133000
5,5,1971,1971,0.0,2.0,0.0,-1.0,1.0,412,950,0.0,1.0,950,950,1981,-1.0,1,280,119500
4,5,1971,1971,0.0,2.0,0.0,-1.0,-2.0,0,858,0.0,1.0,872,872,1974,-1.0,4,480,123000
4,6,1971,1971,0.0,2.0,0.0,-1.0,2.0,322,858,0.0,1.0,858,858,1979,-1.0,1,684,110000
4,7,1961,1961,0.0,3.0,0.0,-1.0,2.0,314,914,2.0,1.0,914,914,1961,-1.0,1,270,128000
4,6,1971,1971,0.0,1.0,0.0,-1.0,2.0,616,864,0.0,1.0,864,864,1974,-1.0,2,528,120500
7,5,1998,1998,0.0,1.0,1.0,1.0,3.0,584,723,2.0,1.0,767,767,1998,1.0,1,367,133000
6,5,2001,2001,1.0,1.0,1.0,0.0,-2.0,0,1337,2.0,1.0,1337,1337,2001,1.0,2,511,155000
6,5,1997,1998,1.0,1.0,1.0,-1.0,3.0,930,1405,2.0,1.0,1337,1337,1997,1.0,2,522,177000
6,6,1973,1973,0.0,2.0,0.0,-1.0,2.0,312,525,0.0,1.0,525,1092,1973,-1.0,1,264,113500
6,5,1973,1973,0.0,2.0,0.0,-1.0,1.0,356,672,0.0,1.0,672,1218,1973,-1.0,1,264,113000
6,5,1973,1973,0.0,2.0,0.0,-1.0,-2.0,0,672,2.0,1.0,672,1218,1973,-1.0,1,264,113700
5,5,1970,1970,0.0,2.0,0.0,-1.0,-2.0,0,630,0.0,1.0,630,1302,1970,-1.0,2,440,106000
5,5,1971,1971,0.0,2.0,0.0,-1.0,2.0,471,765,2.0,1.0,765,1365,1971,-1.0,2,440,122500
6,5,1976,1976,0.0,2.0,1.0,-1.0,2.0,120,1078,0.0,1.0,958,958,1977,0.0,2,440,128000
7,7,1978,1978,0.0,2.0,1.0,-1.0,3.0,632,1061,0.0,1.0,1055,1055,1978,-1.0,1,319,142500
5,6,1966,1966,0.0,2.0,0.0,-1.0,1.0,725,988,0.0,1.0,988,988,1974,-1.0,1,360,129250
6,5,2005,2006,1.0,1.0,1.0,1.0,2.0,20,1362,2.0,1.0,1362,1362,2005,0.0,2,460,194700
6,5,2005,2006,1.0,1.0,1.0,1.0,2.0,1030,1302,2.0,1.0,1302,1302,2005,0.0,2,631,200000
6,5,2005,2006,1.0,1.0,1.0,1.0,2.0,762,1362,2.0,1.0,1362,1362,2005,0.0,2,460,207000
8,5,2006,2006,1.0,1.0,1.0,0.0,3.0,24,1370,2.0,1.0,1370,1370,2006,0.0,2,484,202500
7,5,2003,2003,1.0,1.0,1.0,-1.0,3.0,1000,1405,2.0,1.0,1405,1405,2003,0.0,2,478,200000
6,5,2005,2005,0.0,1.0,1.0,1.0,3.0,918,1326,2.0,1.0,1326,1326,2005,1.0,2,388,203000
7,5,2004,2005,1.0,1.0,1.0,2.0,3.0,779,835,2.0,1.0,1119,1119,2004,1.0,2,437,188500
7,5,2003,2003,1.0,1.0,1.0,-1.0,-2.0,0,384,2.0,1.0,754,1394,2003,1.0,2,400,165500
7,5,2000,2000,0.0,1.0,1.0,-1.0,-2.0,0,384,2.0,1.0,774,1430,2000,0.0,2,400,170000
7,5,2003,2003,1.0,1.0,1.0,-1.0,-2.0,0,660,2.0,1.0,660,1320,2003,1.0,2,400,162000
8,5,2007,2007,1.0,1.0,1.0,2.0,3.0,929,1485,2.0,1.0,1464,1464,2007,-1.0,3,754,282922
7,5,2006,2006,1.0,1.0,1.0,-1.0,-2.0,0,1143,2.0,1.0,1143,1143,1842,-2.0,0,0,147000
5,5,2003,2004,1.0,1.0,1.0,-1.0,3.0,729,1094,2.0,1.0,1094,1094,2004,-1.0,2,576,149000
7,5,2006,2006,1.0,1.0,1.0,-1.0,-2.0,0,1461,2.0,1.0,1486,1486,2006,0.0,2,566,181000
7,5,2000,2001,0.0,1.0,1.0,-1.0,-2.0,0,1349,2.0,1.0,1349,1349,2000,-1.0,2,539,179000
7,5,1998,1998,1.0,1.0,1.0,2.0,3.0,1443,1482,2.0,1.0,1494,1494,1998,0.0,2,514,215000
6,5,1980,1980,0.0,2.0,0.0,-1.0,-2.0,0,630,2.0,1.0,630,1266,1980,0.0,1,283,128000
5,7,1983,1983,0.0,2.0,1.0,1.0,2.0,747,840,1.0,1.0,884,884,1983,0.0,2,504,144000
5,5,1977,1977,0.0,2.0,1.0,-1.0,-1.0,138,894,0.0,1.0,894,894,1979,-1.0,1,308,120750
5,6,1963,1963,0.0,2.0,0.0,-1.0,3.0,630,970,0.0,1.0,970,970,1996,-1.0,2,624,132500
5,5,1962,1962,0.0,2.0,0.0,-1.0,0.0,417,1057,0.0,1.0,1057,1057,1977,1.0,2,576,132000
5,7,1962,2001,0.0,2.0,0.0,-1.0,2.0,588,999,1.0,1.0,999,999,1963,-1.0,1,264,132500
4,5,1961,1961,0.0,2.0,0.0,-1.0,2.0,932,1040,0.0,1.0,1120,1120,1961,0.0,2,544,129000
5,7,1968,1968,0.0,2.0,0.0,-1.0,0.0,812,1040,0.0,1.0,1040,1040,1991,1.0,2,686,145000
5,5,1961,1961,0.0,2.0,0.0,-1.0,0.0,827,988,0.0,1.0,988,988,1963,-1.0,2,572,128500
5,6,1967,1967,0.0,2.0,0.0,-1.0,3.0,599,876,0.0,1.0,902,902,1967,-1.0,1,288,125500
5,5,1974,1974,0.0,2.0,-1.0,2.0,2.0,787,1037,0.0,1.0,1037,1037,1974,0.0,2,431,129000
8,5,2004,2004,1.0,1.0,1.0,1.0,3.0,851,1378,2.0,1.0,1378,1378,2004,1.0,2,540,214000
6,5,1999,1999,0.0,1.0,1.0,-1.0,3.0,419,729,1.0,1.0,729,1458,1999,-1.0,2,440,176000
7,5,2004,2004,1.0,1.0,1.0,-1.0,3.0,239,551,2.0,1.0,551,1102,2004,-1.0,2,480,148800
8,5,1999,2000,1.0,1.0,1.0,-1.0,-2.0,0,776,2.0,1.0,764,1441,1999,-1.0,2,492,174000
7,5,1999,2000,1.0,1.0,1.0,-1.0,-2.0,0,1339,2.0,1.0,1358,1358,1999,-1.0,2,625,204000
8,5,1994,1995,1.0,1.0,1.0,2.0,-1.0,457,1494,2.0,1.0,1494,1494,1994,1.0,2,478,279700
5,7,1978,1978,0.0,1.0,1.0,2.0,2.0,680,1360,2.0,1.0,1432,1432,1978,-1.0,2,588,194000
5,8,1976,2004,1.0,2.0,1.0,2.0,2.0,1157,1437,0.0,1.0,1437,1437,1976,0.0,2,528,218000
8,6,1978,1998,1.0,2.0,1.0,2.0,3.0,881,1057,0.0,1.0,1295,1295,1978,1.0,2,571,213750
6,8,1976,1976,0.0,2.0,1.0,2.0,2.0,978,1262,2.0,1.0,1262,1262,1976,0.0,2,460,181500
6,6,1968,1968,0.0,2.0,0.0,-1.0,-2.0,0,912,2.0,1.0,1152,1152,1968,0.0,2,412,143450
6,6,1969,1969,0.0,1.0,1.0,1.0,1.0,973,973,2.0,1.0,1082,1082,1969,-1.0,2,480,162500
6,5,1968,1968,0.0,1.0,1.0,-1.0,2.0,910,1295,-1.0,1.0,1295,1295,1968,1.0,2,528,164000
6,7,1966,1966,0.0,2.0,0.0,-1.0,2.0,792,1093,1.0,1.0,1093,1093,1966,0.0,2,484,158500
7,6,1973,1973,0.0,2.0,0.0,-1.0,2.0,916,1242,-1.0,1.0,1242,1242,1973,-1.0,2,528,175500
6,5,1963,1963,0.0,2.0,0.0,-1.0,1.0,617,1052,0.0,1.0,1052,1052,1963,1.0,1,311,127000
5,6,1967,1993,0.0,2.0,0.0,-1.0,2.0,474,949,0.0,1.0,1107,1107,1967,0.0,1,308,127000
5,5,1967,1967,0.0,2.0,0.0,-1.0,1.0,695,1214,0.0,1.0,1214,1214,1967,0.0,1,318,143000
5,7,1965,1965,0.0,2.0,0.0,-1.0,2.0,836,1073,0.0,1.0,1073,1073,1965,0.0,2,515,156000
5,5,1958,1983,0.0,2.0,0.0,-1.0,2.0,457,1024,0.0,1.0,1344,1344,1970,-1.0,1,484,144000
4,5,1964,1964,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,-1.0,1224,1224,1964,-1.0,3,530,103000
5,5,1960,1978,0.0,2.0,0.0,-1.0,-2.0,0,978,0.0,1.0,1422,1422,1960,0.0,1,286,139900
6,8,1960,1998,0.0,2.0,0.0,0.0,1.0,498,958,0.0,1.0,958,958,1960,0.0,1,301,151500
5,5,1960,1960,0.0,2.0,0.0,-1.0,-2.0,0,1065,1.0,1.0,1065,1065,1974,-1.0,2,461,126500
6,8,1958,1958,0.0,2.0,0.0,1.0,3.0,507,588,2.0,1.0,1138,1138,1958,0.0,1,264,145000
5,7,1958,1985,0.0,2.0,0.0,-1.0,1.0,111,912,-1.0,1.0,912,912,1958,1.0,1,297,120000
5,5,1956,1956,0.0,2.0,0.0,-1.0,0.0,438,894,1.0,1.0,1074,1074,1966,-1.0,2,396,124000
5,7,1959,1959,0.0,0.0,-3.0,-2.0,-3.0,0,0,0.0,1.0,882,882,1959,0.0,1,294,106500
5,5,1961,1961,0.0,2.0,0.0,-1.0,2.0,311,864,0.0,1.0,1187,1187,1961,0.0,2,440,140500
5,7,1961,1961,0.0,2.0,0.0,-1.0,2.0,700,964,2.0,1.0,964,964,1985,1.0,2,784,137500
5,7,1960,1960,0.0,2.0,0.0,-1.0,-2.0,0,894,0.0,1.0,894,894,1965,-1.0,1,312,117600
7,6,1966,1966,0.0,2.0,0.0,-1.0,1.0,654,1174,2.0,1.0,1200,1200,1966,0.0,2,440,163500
6,5,1965,1965,0.0,2.0,0.0,2.0,3.0,494,1042,0.0,1.0,1042,1042,1965,0.0,2,440,161000
6,7,1964,1991,0.0,2.0,1.0,2.0,-1.0,270,1302,2.0,1.0,1302,1302,1964,0.0,1,309,158000
